Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW20,OUT045,1879.629994
NCO55,OUT049,1747.833612
FDX48,OUT046,2487.868646
FDU48,OUT046,2007.91262
FDR48,OUT019,332.4805029
FDK27,OUT013,1915.820657
FDT35,OUT013,2668.562421
FDN12,OUT049,1711.953721
NCE31,OUT019,272.2730119
FDL21,OUT017,747.7117963
FDV56,OUT017,1577.820497
FDR16,OUT017,4069.476434
NCP41,OUT049,1743.230958
FDJ27,OUT013,1735.992076
FDA07,OUT017,2105.683941
FDK55,OUT049,1462.982628
FDM33,OUT049,3913.10213
FDY46,OUT046,2854.383748
FDD36,OUT046,2169.209041
FDB12,OUT027,2673.810492
FDF28,OUT019,273.7971534
NCE07,OUT019,366.5415251
FDW50,OUT027,4272.325381
NCW18,OUT017,3615.04488
NCJ17,OUT019,273.8208238
DRZ24,OUT010,278.3446543
FDS07,OUT035,2309.833648
NCW05,OUT010,266.380861
FDZ22,OUT018,1209.498261
FDK02,OUT046,2169.720563
FDZ45,OUT027,4778.523783
FDL25,OUT046,1431.431885
FDS08,OUT045,2205.214119
NCZ42,OUT027,6090.9491
FDX57,OUT035,1738.670419
FDF21,OUT046,2842.953953
FDJ56,OUT018,1267.488942
FDX10,OUT013,713.5695546
DRG48,OUT035,2307.095831
DRN37,OUT046,2270.22682
NCY41,OUT018,633.3490333
FDN28,OUT045,1445.244234
FDE34,OUT045,2654.972372
FDR10,OUT045,2753.702642
FDC32,OUT017,1420.483398
DRG13,OUT046,2485.494641
FDP59,OUT049,1867.887687
NCT53,OUT010,353.8294784
FDL57,OUT027,5358.675126
FDN32,OUT010,441.2507941
FDK09,OUT018,2996.108741
FDA52,OUT010,450.934663
FDC57,OUT049,2941.690355
FDI09,OUT035,3515.005659
NCB07,OUT046,2435.785235
FDP26,OUT035,1424.461193
FDP40,OUT027,2831.939941
FDL15,OUT013,2341.034058
FDV07,OUT046,2001.8511
FDS03,OUT017,1251.541363
FDE50,OUT049,3128.837081
FDQ15,OUT017,1278.288085
FDQ33,OUT010,366.040077
FDT22,OUT013,897.4016687
DRO35,OUT035,2122.363104
FDJ41,OUT049,4510.4059
FDQ27,OUT035,2157.442931
FDC26,OUT017,2023.636141
NCF43,OUT027,3206.980453
NCR50,OUT035,2768.03427
FDE39,OUT018,1757.355214
FDN49,OUT027,1857.60233
DRG11,OUT035,1922.137153
NCA18,OUT049,1965.93645
FDM36,OUT018,2593.861732
FDW32,OUT017,1206.917722
NCQ18,OUT010,266.4586958
FDX14,OUT027,2371.310669
FDD46,OUT017,2193.083584
FDI34,OUT019,560.2479178
NCJ17,OUT035,1413.960155
FDB52,OUT035,3472.056702
FDV55,OUT018,2196.854261
FDC57,OUT046,2909.54487
FDB29,OUT046,1838.082294
NCO43,OUT035,2003.510275
FDG44,OUT045,930.1462533
FDJ34,OUT045,1736.228221
FDH40,OUT049,1315.251206
NCD07,OUT027,2877.820303
FDB41,OUT017,832.6014918
FDH47,OUT018,1383.251687
DRK37,OUT035,3016.905326
FDM25,OUT019,495.4663029
NCX06,OUT045,2770.60932
NCS05,OUT017,2182.606743
FDS39,OUT045,1969.977374
FDC47,OUT027,5231.336243
FDG20,OUT013,3118.607023
DRL23,OUT017,1840.059056
FDY33,OUT013,2904.82546
NCH18,OUT045,3590.731724
FDX47,OUT035,2534.03589
NCB06,OUT045,2546.846247
FDP36,OUT049,919.2514088
FDW44,OUT018,2576.316417
NCU41,OUT018,2629.173159
NCS17,OUT046,1776.090168
FDD46,OUT035,2475.977433
FDE45,OUT017,3009.953615
FDI09,OUT017,3364.009844
NCJ54,OUT010,636.9262842
NCA29,OUT018,2736.992136
NCN41,OUT027,3125.95509
FDY34,OUT035,2994.997057
NCG55,OUT035,2079.928131
DRM49,OUT046,928.5444628
NCB42,OUT049,1919.665626
FDE58,OUT045,1765.912807
DRJ25,OUT013,907.6020232
FDS47,OUT010,233.4372329
FDY21,OUT049,3184.117729
NCI54,OUT013,1874.970602
FDO24,OUT017,2643.631428
FDY43,OUT035,2719.08355
FDF35,OUT018,1426.183075
NCP29,OUT019,223.9247219
FDN28,OUT027,2711.224932
FDJ50,OUT018,879.5525317
FDQ14,OUT027,3799.153109
FDC37,OUT035,1595.745361
FDN08,OUT046,1968.857464
FDD04,OUT035,2161.784615
FDW34,OUT018,2454.470537
FDP04,OUT017,1016.492057
NCG07,OUT017,3253.037222
NCN14,OUT018,2582.658908
FDJ16,OUT045,912.916498
NCM42,OUT045,1610.885799
NCF19,OUT046,807.8419871
FDY21,OUT018,3057.913617
FDY19,OUT035,2095.234202
FDV09,OUT045,2491.932391
FDA28,OUT013,2219.739458
FDC38,OUT018,1650.414846
FDL28,OUT045,3995.225293
NCH43,OUT049,3683.487547
NCN53,OUT045,809.8383298
NCW05,OUT017,2123.077153
NCO30,OUT018,2551.333115
FDT04,OUT019,133.0555337
FDB27,OUT018,2853.599994
NCK07,OUT013,2539.512193
NCA53,OUT013,860.3992765
FDB33,OUT018,2253.933264
FDU37,OUT017,1529.523908
FDR13,OUT035,2113.737588
FDE45,OUT049,2640.110266
FDV37,OUT017,3301.760916
FDX44,OUT019,262.6949534
NCL06,OUT017,3829.156723
FDJ28,OUT045,2668.991931
FDX55,OUT049,3436.455229
NCK17,OUT018,649.8788326
FDH52,OUT035,1072.840621
FDN13,OUT027,2854.983874
FDK44,OUT018,2208.836891
FDU16,OUT046,1460.809473
FDZ07,OUT017,949.6369023
NCN06,OUT027,4229.904308
FDH02,OUT010,195.7393165
NCW18,OUT045,3239.890447
FDH57,OUT013,2000.514586
FDV35,OUT045,2655.245406
NCU29,OUT013,2571.869238
NCP02,OUT046,1074.348069
FDN44,OUT013,2640.363606
FDX03,OUT018,690.7729732
FDR11,OUT010,505.4783968
FDA36,OUT046,2832.992021
FDP58,OUT027,4944.339615
FDH31,OUT045,1461.305258
FDH34,OUT035,3012.931389
FDS13,OUT035,3774.230062
FDT01,OUT018,2804.595527
FDY09,OUT049,2726.309015
FDV33,OUT027,5258.744225
NCW29,OUT010,311.0358492
NCN17,OUT045,1497.781752
FDX01,OUT046,1882.960251
FDL03,OUT049,2949.333475
DRL59,OUT049,1010.236144
DRM11,OUT027,4742.653858
FDA43,OUT049,3371.211741
FDZ56,OUT010,426.4299568
FDI44,OUT018,1170.700051
FDB50,OUT013,1441.79836
FDU15,OUT019,197.1461354
NCJ19,OUT019,209.8915262
FDD48,OUT013,2117.751794
NCW42,OUT035,3638.349827
FDL24,OUT017,2835.441635
NCB30,OUT013,3028.197669
FDK25,OUT013,3114.847965
FDW28,OUT049,3061.111341
FDD47,OUT017,3102.893508
FDK16,OUT019,247.3732208
FDW37,OUT046,1649.759544
FDA48,OUT035,3617.043142
FDA14,OUT017,2369.740038
FDV15,OUT013,1903.316495
FDN22,OUT049,3812.756006
NCD55,OUT045,665.1635019
FDY43,OUT013,2811.033794
NCU05,OUT017,1452.196069
FDF10,OUT035,2600.940854
FDR39,OUT018,2834.237838
FDG40,OUT013,634.506618
FDZ28,OUT019,264.3346398
FDE02,OUT045,1641.53355
FDU60,OUT049,2757.642743
FDM21,OUT013,3227.536193
FDV52,OUT019,261.1595042
NCW06,OUT013,2824.190336
FDX36,OUT035,3826.603844
FDT35,OUT027,4330.002564
NCL19,OUT010,318.477145
NCD31,OUT046,2695.732493
FDE53,OUT019,269.6172415
FDW58,OUT019,311.3660079
DRF48,OUT046,2730.732772
FDW57,OUT035,2881.988555
DRH13,OUT017,1631.317964
FDT33,OUT013,2556.31324
DRK47,OUT027,4732.227653
FDY22,OUT010,329.8055501
FDC35,OUT019,525.9536925
FDO03,OUT013,3908.817958
FDF24,OUT045,1361.994885
FDF56,OUT018,2605.284296
FDD28,OUT013,798.2862896
FDG53,OUT027,3024.891716
FDO27,OUT019,345.3006185
NCF54,OUT018,2444.922101
FDC20,OUT027,2134.963647
FDU10,OUT046,802.020513
DRA24,OUT018,2415.495702
FDA02,OUT010,321.5141903
FDG10,OUT017,902.7612937
FDW39,OUT010,617.2964778
FDP04,OUT019,195.0443496
NCM55,OUT013,2866.478232
FDG47,OUT045,4106.347995
NCU41,OUT017,2826.937598
NCK31,OUT017,910.0823721
FDZ46,OUT045,1505.612024
FDU13,OUT027,3648.02704
NCF19,OUT045,779.1584735
NCJ43,OUT013,3016.780712
NCJ05,OUT045,2506.319532
FDS04,OUT027,3058.111514
FDX28,OUT010,208.1055491
FDB41,OUT027,1795.182789
FDG53,OUT046,1937.39552
FDL15,OUT010,340.8720155
FDQ08,OUT049,1080.972909
DRN36,OUT013,1741.592571
FDI46,OUT013,4122.346031
FDG16,OUT027,5137.487661
FDV32,OUT013,1145.998575
FDF44,OUT010,215.3628958
FDK04,OUT018,805.5444758
NCA41,OUT013,2587.936258
FDD51,OUT017,760.9316757
NCZ53,OUT045,2842.382525
FDP01,OUT027,3861.16529
FDY25,OUT049,2846.048792
FDB17,OUT018,2436.967349
NCV54,OUT018,1674.485127
FDJ32,OUT017,1052.300547
FDA37,OUT049,1856.430763
FDG35,OUT035,3600.933173
NCM05,OUT018,3871.933009
FDG45,OUT046,3111.67779
FDH28,OUT013,581.8825015
NCE18,OUT049,3777.583797
FDH38,OUT045,1757.352186
FDR56,OUT013,2987.40675
FDH17,OUT027,2626.250803
FDD39,OUT049,3066.327396
FDB41,OUT049,920.6760995
NCR53,OUT046,3474.659969
FDX46,OUT017,887.7852255
FDV28,OUT049,755.9191279
FDA08,OUT018,2468.980632
FDH45,OUT017,717.0371217
NCS38,OUT010,265.7826544
FDD40,OUT010,524.6693327
DRM59,OUT035,2455.967199
NCJ43,OUT018,2840.031273
NCN29,OUT013,812.3167672
NCC19,OUT045,3024.636076
FDR56,OUT035,3220.946999
FDZ43,OUT049,3857.942298
FDJ32,OUT010,184.7680762
DRH03,OUT017,1288.130323
NCZ54,OUT035,3342.668635
FDE26,OUT017,2653.688726
FDS03,OUT045,1165.211401
DRZ24,OUT019,319.7457159
FDO48,OUT027,4974.305379
FDW39,OUT049,2813.051854
NCK05,OUT049,1204.33015
NCK30,OUT017,3556.377181
FDT27,OUT018,3547.667484
FDS08,OUT019,436.4523354
NCJ19,OUT049,1074.228453
FDC58,OUT045,790.906858
DRE37,OUT013,3460.972493
FDW02,OUT035,2266.45085
FDJ02,OUT010,326.7039443
FDX09,OUT045,2725.056134
FDT31,OUT010,473.3736843
FDI24,OUT049,3461.240822
FDY09,OUT045,3302.917294
FDV28,OUT045,842.320605
DRM47,OUT049,3684.181861
FDT52,OUT019,586.4591652
FDI48,OUT018,823.8618878
FDY55,OUT017,5131.538406
FDU48,OUT013,2115.158764
FDN25,OUT045,720.3969828
FDP20,OUT049,2156.20312
FDJ15,OUT013,3365.047371
FDD04,OUT018,1716.265531
FDY58,OUT045,3958.501234
FDR37,OUT018,2861.102595
FDF44,OUT013,2056.185349
FDD32,OUT045,1262.864734
FDR57,OUT017,2292.589469
DRG39,OUT027,2069.660957
FDX15,OUT017,2513.638232
DRN37,OUT045,2266.041515
FDW40,OUT027,3386.360664
FDB32,OUT049,1671.653209
FDM40,OUT018,1866.182022
FDE39,OUT027,2785.692021
DRH49,OUT017,1408.589753
FDT46,OUT049,852.9360486
NCF06,OUT035,3664.9118
FDP07,OUT017,3151.797754
FDC04,OUT013,3852.761631
FDZ32,OUT017,1679.264434
FDD50,OUT045,2731.932483
FDU56,OUT017,3143.33312
FDV34,OUT017,1178.680037
NCY41,OUT013,752.7014437
NCK18,OUT046,2623.525519
DRH25,OUT049,1025.746088
FDT57,OUT046,3252.756357
FDV56,OUT018,1279.297413
FDV12,OUT045,1694.353684
FDN52,OUT017,1426.926152
FDX38,OUT035,798.3740811
FDE47,OUT018,1752.260718
NCO07,OUT013,3146.504312
FDV09,OUT027,3699.780857
FDZ23,OUT019,493.9071245
DRH51,OUT018,1269.354686
NCY54,OUT045,2814.737065
DRG49,OUT013,4340.802704
NCC19,OUT049,3707.367249
NCV53,OUT045,4642.922221
FDZ47,OUT019,273.9049651
NCO26,OUT018,1827.792681
NCP02,OUT045,1021.936444
NCW30,OUT018,3057.632449
NCN55,OUT046,3561.739723
FDB20,OUT010,176.7891263
DRL11,OUT013,2203.763734
DRD60,OUT045,3017.824349
FDW14,OUT010,202.4330762
FDL27,OUT010,204.7036748
FDU09,OUT018,857.1730769
DRH36,OUT027,2181.826336
FDP34,OUT027,3653.826563
FDE04,OUT017,3009.74487
FDZ57,OUT027,3178.569464
FDF02,OUT010,273.3227095
FDG28,OUT045,4008.914909
NCI31,OUT046,875.7929934
FDT43,OUT013,919.9365718
FDU20,OUT046,2359.706687
FDD53,OUT013,770.0317694
FDW15,OUT045,2471.867508
NCT53,OUT045,2307.598165
NCG55,OUT027,2809.621692
FDD48,OUT035,1884.510806
FDG47,OUT049,4012.867185
FDI21,OUT017,1227.835585
FDT27,OUT017,3603.476786
DRO35,OUT013,2110.078617
FDD33,OUT017,4073.527527
FDC04,OUT035,3597.057696
FDY34,OUT013,2574.166853
DRJ49,OUT049,2084.039722
FDE05,OUT049,2398.546788
FDU31,OUT017,4076.498905
NCN19,OUT027,4308.105432
FDK56,OUT027,5030.791252
FDK58,OUT017,1704.131781
NCJ42,OUT035,1940.38467
FDZ34,OUT027,4692.343997
FDA52,OUT018,2386.097015
NCR29,OUT013,810.0477296
FDT48,OUT035,3056.341775
DRJ51,OUT019,618.5889288
NCS54,OUT046,2699.670756
FDV01,OUT035,2841.832424
DRG51,OUT027,4075.842409
NCG42,OUT013,2266.543565
FDA51,OUT049,1715.718471
FDV19,OUT010,356.7851364
NCT18,OUT045,2991.978662
NCS41,OUT045,2571.182705
FDO03,OUT046,3530.944214
FDL12,OUT010,204.7317024
FDY37,OUT010,301.080588
FDI58,OUT049,1529.997564
FDT28,OUT018,1949.725552
NCC42,OUT010,341.6867213
FDO01,OUT017,2229.400923
FDJ02,OUT013,2341.764355
FDQ04,OUT018,678.5626725
DRL47,OUT013,1976.161677
FDZ32,OUT035,1786.565546
FDC35,OUT035,3272.263125
FDX14,OUT045,1169.617633
FDZ35,OUT013,1793.018219
FDL14,OUT013,2298.420363
FDO04,OUT049,1053.478428
DRK11,OUT017,2468.486067
FDB44,OUT018,3226.830436
FDZ50,OUT049,3497.672843
FDI12,OUT027,2618.985276
FDU43,OUT017,4698.091537
FDD58,OUT010,224.4167892
FDB27,OUT017,3159.111504
FDB04,OUT018,1229.07541
NCO17,OUT013,1933.114831
FDL12,OUT017,893.1071624
DRJ13,OUT049,2613.381948
FDD57,OUT045,1458.996592
FDW19,OUT035,1817.460266
DRD27,OUT018,1325.210035
FDH27,OUT027,3808.62132
NCW30,OUT027,5961.539459
FDR40,OUT018,1128.934044
FDG05,OUT013,2121.778255
NCY41,OUT019,147.8839603
FDI38,OUT018,2617.17727
FDR20,OUT046,831.6024498
FDE09,OUT017,1658.515921
FDN50,OUT019,278.1444806
DRF27,OUT045,2288.61084
DRF51,OUT013,691.4376435
NCO02,OUT019,192.8167082
FDB51,OUT027,2095.21637
FDJ50,OUT013,841.1812064
FDN52,OUT013,1440.79592
FDX14,OUT013,1106.105593
FDT27,OUT019,688.050143
FDV10,OUT013,747.3376451
FDU33,OUT046,880.1600092
FDU58,OUT046,3463.900846
NCP42,OUT027,4965.358992
FDL51,OUT027,4572.78951
DRH15,OUT027,1781.107653
FDU16,OUT017,1269.949754
FDW15,OUT017,2707.411707
FDQ44,OUT045,1878.496805
NCI06,OUT027,4739.310998
DRK23,OUT019,590.510397
FDC28,OUT035,1617.898223
NCY17,OUT019,173.5644104
NCV05,OUT018,2408.598766
FDM34,OUT019,344.7880213
DRD60,OUT027,4770.534706
FDT38,OUT046,1371.603281
FDQ57,OUT018,2234.444911
FDE59,OUT027,1824.52706
NCM43,OUT046,2322.17684
DRI51,OUT049,2806.534809
NCG30,OUT017,1944.592498
NCK54,OUT035,2079.751313
FDQ16,OUT019,253.0164606
FDI36,OUT013,2621.361607
FDX16,OUT027,3698.850155
FDA34,OUT046,2961.962601
FDJ48,OUT018,2996.336565
FDU47,OUT035,2011.608098
FDS39,OUT046,2174.440474
FDD11,OUT046,3919.849555
FDM16,OUT027,2182.357925
FDU56,OUT018,2739.802969
FDQ32,OUT017,1968.0741
DRK35,OUT013,757.1791246
FDA58,OUT049,3610.729379
DRG48,OUT019,372.2221309
FDT59,OUT010,733.9654829
FDQ31,OUT019,281.0256258
FDS51,OUT018,935.2509121
FDW32,OUT027,2598.192148
FDI15,OUT027,5301.832171
NCV30,OUT017,1097.43923
DRG25,OUT049,3411.572205
FDT02,OUT013,674.3003481
FDO33,OUT027,3144.781712
FDP38,OUT035,942.5438151
FDZ45,OUT035,3235.59135
NCA54,OUT027,4702.516971
FDU33,OUT017,838.0777134
FDN58,OUT017,4404.817904
FDI05,OUT045,1285.916341
FDM57,OUT019,222.0088431
NCS42,OUT027,2620.466693
FDB57,OUT045,3683.466687
FDC03,OUT045,2861.073137
FDZ58,OUT013,2129.685326
NCK29,OUT045,2025.976955
NCR53,OUT045,3573.458819
FDE26,OUT027,3785.399089
FDU52,OUT049,2518.106711
FDE41,OUT027,2444.195444
FDU38,OUT018,2739.295727
FDA52,OUT017,2851.217807
FDW46,OUT046,1330.919648
DRI59,OUT035,3505.200068
FDT38,OUT035,1163.288907
FDL33,OUT018,2750.810654
FDQ01,OUT027,4985.827115
FDJ08,OUT046,2841.080673
FDQ47,OUT049,906.520039
NCZ18,OUT013,4122.503976
FDE29,OUT017,944.8341963
FDF10,OUT027,3659.172586
FDC48,OUT049,1331.07931
FDY58,OUT013,3899.334614
NCX30,OUT010,693.6004074
FDV11,OUT013,2670.486055
FDT46,OUT046,899.3948479
DRD01,OUT019,202.167175
FDQ11,OUT013,3896.983996
NCM41,OUT017,1444.74382
NCC55,OUT013,649.7115666
FDG45,OUT027,5115.594847
NCQ54,OUT049,3206.538575
FDM34,OUT045,1721.380589
FDD17,OUT019,556.450397
FDN38,OUT027,5297.453561
FDB53,OUT018,1869.5616
NCL06,OUT035,4211.72428
NCV18,OUT019,247.8030292
FDX25,OUT013,3174.484671
FDB39,OUT046,842.1794674
FDC33,OUT049,3411.266553
NCO14,OUT018,715.0190214
FDA58,OUT027,5376.633527
NCQ02,OUT017,3264.8717
NCR53,OUT017,3214.412073
FDN52,OUT046,1351.352808
FDG26,OUT046,3789.933269
FDE23,OUT027,1870.405795
DRI37,OUT013,939.2216288
DRH37,OUT018,2518.712071
FDO01,OUT035,2154.991181
FDK45,OUT049,2047.875668
FDP23,OUT049,3704.369771
FDM33,OUT035,3734.822071
FDD36,OUT017,2131.368258
FDL56,OUT017,1351.273285
FDT27,OUT010,658.5009556
FDG52,OUT017,746.42375
NCL42,OUT035,4333.817673
DRJ24,OUT046,2969.382438
FDV38,OUT046,778.9885257
FDT35,OUT045,2887.222107
FDY51,OUT045,3133.31442
FDC37,OUT017,1819.48276
NCP43,OUT013,2909.317337
FDO33,OUT045,1751.553532
FDW04,OUT018,1736.37514
NCC31,OUT046,2214.567244
FDK22,OUT049,4088.543268
FDJ50,OUT017,959.3671773
FDV13,OUT017,1431.827317
DRL60,OUT017,2455.169965
FDW03,OUT017,1913.844916
FDY27,OUT035,3257.689773
FDB39,OUT027,2059.61453
FDU59,OUT045,2400.668939
FDZ57,OUT049,1962.982764
FDO21,OUT049,3652.810054
FDS43,OUT018,2773.799546
FDU28,OUT010,485.6228232
FDC51,OUT010,229.6495728
FDW16,OUT010,193.1678624
FDP32,OUT010,215.9536041
FDB60,OUT019,459.2534989
NCQ30,OUT046,1783.205356
FDD26,OUT049,3081.185748
FDI44,OUT045,1251.860231
DRH23,OUT046,1186.373991
FDO44,OUT046,1454.213197
FDG04,OUT046,3042.459836
FDM32,OUT027,2848.912898
FDM09,OUT013,2773.351673
FDZ47,OUT013,1571.050303
FDM40,OUT027,3107.398536
FDY48,OUT017,1717.835692
NCM30,OUT045,750.0355135
FDX36,OUT010,471.2752605
DRF03,OUT017,669.1449972
FDN51,OUT049,3866.279522
FDM57,OUT049,1366.483467
FDB35,OUT049,1655.909003
FDY13,OUT027,2408.107766
FDA37,OUT017,2312.80037
NCX53,OUT017,2432.526934
FDD59,OUT018,1220.095618
FDX10,OUT019,155.314
FDC03,OUT018,2800.489206
FDW43,OUT035,4254.104318
FDW10,OUT046,2594.992218
FDY14,OUT027,5537.33136
FDV43,OUT045,687.2098958
FDO40,OUT013,2494.929429
FDP46,OUT027,2768.12614
NCE43,OUT019,403.2646116
FDD05,OUT035,2123.569997
FDJ60,OUT010,396.8743319
DRE27,OUT018,1351.218564
FDO11,OUT035,4620.848979
DRG11,OUT027,2749.950532
FDK33,OUT010,504.6215722
DRM23,OUT045,2684.819126
FDJ02,OUT027,3946.608418
NCZ05,OUT045,1308.857376
NCL30,OUT013,1795.929234
FDZ19,OUT018,2477.224514
FDM45,OUT049,1946.064615
FDO36,OUT046,2369.248735
NCK31,OUT045,872.7290508
DRJ37,OUT045,2488.437625
FDP24,OUT018,1565.649721
FDF46,OUT013,1814.776944
FDX46,OUT019,196.6046263
NCL18,OUT045,2775.190539
FDJ26,OUT013,3051.200653
FDJ07,OUT045,1785.418557
FDY15,OUT013,2229.756875
DRG01,OUT045,1112.664492
FDF58,OUT045,1152.810679
FDZ14,OUT019,280.2813831
FDP31,OUT049,1121.482402
FDH45,OUT013,790.3113313
FDA09,OUT010,490.3340522
FDW31,OUT035,2935.904779
FDA57,OUT046,822.0797925
NCE55,OUT035,2840.41723
FDC17,OUT019,596.1255669
FDC59,OUT013,1074.227906
FDA22,OUT013,2932.427948
FDK52,OUT035,3927.359919
NCM26,OUT046,2280.67561
NCT53,OUT035,2456.601036
FDW45,OUT018,2382.301871
NCI18,OUT035,3043.402274
FDE38,OUT018,2509.435336
FDF08,OUT019,275.618056
FDY58,OUT010,496.3196044
FDF58,OUT019,238.9076278
FDX39,OUT017,3980.653071
FDB44,OUT049,3371.77465
FDF28,OUT013,2124.655672
FDE39,OUT013,1790.303168
FDT37,OUT018,2779.323974
FDZ45,OUT017,3650.555086
FDO40,OUT035,2698.428872
FDM57,OUT027,2505.529479
DRG36,OUT017,3031.68908
FDY36,OUT010,186.4893455
DRL60,OUT027,3678.753332
FDS25,OUT019,287.7911345
DRF49,OUT027,2728.513911
FDP16,OUT045,4364.539137
FDS60,OUT049,2942.710135
FDU15,OUT027,1823.237391
FDK43,OUT046,2264.549774
FDN25,OUT046,1027.808133
FDE53,OUT049,1462.645534
FDB22,OUT013,2567.065933
FDE39,OUT017,2164.63726
FDX35,OUT035,4207.973285
NCG54,OUT049,3473.573165
FDH27,OUT035,2566.771111
NCK42,OUT013,3114.667193
FDS25,OUT049,1849.160106
FDI10,OUT018,2566.588237
FDU35,OUT035,2075.948841
FDI04,OUT017,3433.888913
DRK23,OUT035,4543.024018
FDB53,OUT019,329.8419467
FDY02,OUT049,3860.499391
FDM60,OUT035,706.0624887
NCJ31,OUT010,632.056684
DRP35,OUT017,1962.049511
NCQ30,OUT018,1736.415755
DRL11,OUT010,406.3962585
FDU01,OUT013,3235.331841
FDR39,OUT035,3420.594163
FDO08,OUT046,2331.209112
FDC02,OUT045,4366.043237
NCZ29,OUT035,2015.19287
FDF29,OUT010,258.5819617
FDZ23,OUT017,3083.771996
NCU53,OUT018,2368.881887
NCW30,OUT013,4010.627794
NCM26,OUT027,4085.938621
FDV50,OUT027,2902.948458
FDW15,OUT049,2350.415438
FDI35,OUT027,4727.775447
FDO11,OUT017,4500.462314
FDN48,OUT046,1551.917867
NCA17,OUT049,2313.306589
NCN54,OUT013,1107.880459
FDP22,OUT013,824.8141149
NCB54,OUT035,1913.08034
FDD08,OUT045,656.5427637
DRM48,OUT010,155.1197587
FDG41,OUT027,2799.221469
FDE44,OUT027,2047.223144
FDE26,OUT035,2652.081927
NCS38,OUT013,1739.134141
NCJ54,OUT018,3018.181443
FDI40,OUT019,253.217181
FDN45,OUT018,3263.406002
FDU43,OUT046,3517.931862
FDI04,OUT010,450.1770379
NCC07,OUT018,1451.850172
NCC07,OUT019,289.5674608
NCD18,OUT045,3673.921116
FDU55,OUT035,4630.085098
FDX59,OUT035,823.9651061
FDR52,OUT049,3379.600307
NCP17,OUT013,968.8493731
FDQ32,OUT045,1745.384883
NCT17,OUT049,3080.289383
FDO10,OUT049,1040.196014
FDE32,OUT049,805.6287998
FDN44,OUT045,2484.790125
FDH02,OUT035,1665.979293
FDK60,OUT013,1617.061245
FDS24,OUT019,305.3954801
FDL03,OUT010,602.0925229
FDB46,OUT027,5020.530948
FDO48,OUT049,3774.037103
FDZ39,OUT049,1803.802789
FDT02,OUT027,1815.779473
FDC50,OUT013,1825.618186
FDP39,OUT035,936.7538441
DRG15,OUT018,1099.654774
FDP10,OUT018,1450.095953
FDF53,OUT027,4719.503883
FDN34,OUT045,2802.472403
FDK02,OUT045,1758.831579
FDC23,OUT045,3217.020233
FDJ10,OUT019,301.6123055
FDE53,OUT035,1428.272212
FDR25,OUT035,4154.405608
FDW50,OUT046,2536.127521
FDS09,OUT049,900.6711558
FDW49,OUT010,490.0232413
FDU51,OUT046,2515.021431
FDF28,OUT018,1557.370696
NCY30,OUT018,2518.724837
FDD44,OUT045,4782.72289
FDX09,OUT017,3136.035758
NCF30,OUT013,2374.334487
FDZ50,OUT019,610.0058845
FDW37,OUT013,1453.024039
FDD11,OUT049,3677.075262
DRH39,OUT018,1118.011608
FDA36,OUT049,3164.870956
NCG43,OUT049,1713.838635
FDF02,OUT035,1945.346846
FDP57,OUT027,2592.202973
NCE42,OUT017,3266.56051
NCR38,OUT027,4824.934263
FDP03,OUT019,338.2309862
FDO51,OUT035,978.6209598
NCQ42,OUT046,1926.532328
NCM41,OUT046,1542.738664
FDH48,OUT027,2395.780032
DRF60,OUT046,3714.293205
FDJ27,OUT035,1632.083327
FDQ14,OUT013,2089.443599
FDN27,OUT017,1897.950103
NCQ02,OUT046,2723.007031
FDJ33,OUT049,1924.532552
FDP07,OUT027,5147.516083
DRE01,OUT049,3879.297715
FDU36,OUT045,1649.87513
FDL28,OUT017,3723.403445
NCX53,OUT046,2347.781394
FDZ39,OUT013,1606.561245
NCP42,OUT013,3200.479669
FDJ14,OUT035,1464.195666
FDK04,OUT049,996.6017266
NCC19,OUT017,2905.163592
FDS09,OUT018,848.3999576
FDZ02,OUT046,1413.175502
FDD35,OUT018,1735.054795
NCY42,OUT017,2368.253345
FDB05,OUT045,3779.546935
FDF20,OUT035,3204.395162
NCO41,OUT018,1445.641599
FDC40,OUT027,2426.072384
FDV58,OUT045,2797.514901
FDZ57,OUT045,1674.06037
DRM35,OUT046,2709.310328
DRN36,OUT018,1334.878818
FDQ13,OUT046,1353.342345
DRO35,OUT010,233.9622098
NCD43,OUT035,1963.93521
FDA51,OUT018,1659.842821
NCX17,OUT027,5138.943705
NCZ17,OUT049,803.585847
FDR11,OUT027,4000.949513
FDW34,OUT049,4404.428238
FDN50,OUT017,1507.684845
FDS09,OUT046,961.8258313
FDS48,OUT018,2222.733557
FDL44,OUT049,3022.9767
DRF48,OUT018,2583.383046
FDA14,OUT018,1940.861771
NCD30,OUT049,1702.757898
FDI16,OUT017,949.3431229
NCG06,OUT035,3887.802149
DRZ24,OUT035,2152.269052
NCS17,OUT045,1441.81649
FDB37,OUT045,3893.704377
FDE10,OUT035,1932.272514
FDC57,OUT045,3169.989232
FDM12,OUT018,2763.129039
FDE24,OUT049,2288.278982
FDW22,OUT045,3488.721209
DRD01,OUT027,1938.72813
NCZ18,OUT027,5038.698709
FDN49,OUT045,751.7556217
FDR22,OUT035,1970.345357
FDV08,OUT019,194.2053632
FDY39,OUT046,3367.986198
FDV36,OUT049,2202.598151
FDO60,OUT045,868.8724337
FDU04,OUT027,2833.761497
FDR20,OUT027,2028.962727
FDW19,OUT019,284.7751287
